domain;name;ticker;involvement.Alcoholic Beverages;involvement.Adult Entertainment;involvement.Gambling;involvement.Tobacco Products;involvement.Animal Testing;involvement.Fur and Specialty Leather;involvement.Controversial Weapons;involvement.Small Arms;involvement.Catholic Values;involvement.GMO;involvement.Military Contracting;involvement.Pesticides;involvement.Thermal Coal;involvement.Palm Oil;employees;industry;sector;altman_score;piotroski_score;Controversies.Environment;Controversies.Social;Controversies.Customers;Controversies.Human Rights & Community;Controversies.Labor Rights & Supply Chain;Controversies.Governance;Decarbonization Target.Target Year;Decarbonization Target.Comprehensiveness;Decarbonization Target.Ambition p.a.;Decarbonization Target.Decarbonization Target;Decarbonization Target.Decarbonization Target on Temperature Rise;Temperature Goal;sdg.No Poverty;sdg.No Hunger;sdg.Good Health and Well-Being;sdg.Quality Education;sdg.Gender Equality;sdg.Clean Water and Sanitation;sdg.Affordable and Clean Energy;sdg.Decent Work and Economic Growth;sdg.Industry, Innovation and Infrastructure;sdg.Reduced Inequalities;sdg.Sustainable Cities and Communities;sdg.Responsible Consumption and Production;sdg.Climate Action;sdg.Life under Water;sdg.Life on Land;sdg.Peace, Justice and Strong Institutions;sdg.Partnerships for the Goals;esg;involvement_msci.Controversial Weapons;involvement_msci.Gambling;involvement_msci.Tobacco Products;involvement_msci.Alcoholic Beverages;Controversies.Supply Chain Labor Standards;Controversies;Decarbonization Target;sdg;Controversies.Collective Bargaining & Union;Controversies.Health & Safety;Controversies.Discrimination & Workforce Diversity;Controversies.Labor Management Relations;involvement;involvement_msci;Controversies.Anticompetitive Practices;Controversies.Privacy & Data Security;Controversies.Bribery & Fraud;Controversies.Governance Structures;Controversies.Customer Relations;Controversies.Product Safety & Quality;Controversies.Human Rights Concerns;Controversies.Energy & Climate Change;Controversies.Toxic Emissions & Waste;Controversies.Impact on Local Communities;Controversies.Biodiversity & Land Use;Controversies.Other;Controversies.Marketing & Advertising;Controversies.Civil Liberties;Controversies.Operational Waste (Non-Hazardous);Controversies.Supply Chain Management;Controversies.Water Stress;Controversies.Child Labor;Controversies.Controversial Investments
netapp.com;NetApp;NTAP;No;No;No;No;No;No;No;No;No;No;No;No;No;No;12000;;;2.66;7;Green;Green;Green;Green;Green;Green;2030;90.37%;-3.83%;Yes;Yes;1.7;No;No;No;No;Aligned;No;No;No;No;Aligned;No;No;Aligned;No;No;Aligned;No;15.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
digitalrealty.com;Digital Realty;DLR;No;No;No;No;No;No;No;No;No;No;No;No;No;No;3664;;;null;5;Green;Green;Green;Green;Green;Green;2050;90.84%;-2.58%;Yes;Yes;3.6;No;No;No;No;Aligned;No;No;No;No;Aligned;Aligned;Strongly Aligned;No;No;No;No;No;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cwc.com;Cable & Wireless Communications;CABO;;;;;;;;;;;;;;;2993;;;1.17;8;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;15.6;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
colt.net;Colt;CLTN;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;17.7;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
emc.com;EMC;EMC;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
csc.com;CSC;CSC;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;2050;65.09%;-0.81%;Yes;Yes;null;No;No;No;No;No;No;No;Aligned;No;Aligned;No;No;No;No;No;Aligned;No;null;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
accenture.com;Accenture;ACN;No;No;No;No;No;No;No;No;No;No;No;No;No;No;733000;;;7.35;7;Green;Orange;Yellow;Green;Orange;Green;2035;100.0%;-7.69%;Yes;Yes;1.3;No;No;No;No;Aligned;No;Aligned;No;No;No;No;Aligned;Aligned;No;No;No;No;9.8;;;;;;;;;;;;Orange;;;Yellow;;;;;;;;;;;;;;;;;;
capaxglobal.com;Capax;CAPAX;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
aurionpro.com;aurionPro;APSL;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
dsgroup.it;DS Group;DSGR;;;;;;;;;;;;;;;3700;;;2.41;3;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;24.6;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
wearehathway.com;HATHWAY;HAWY;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
investis.com;Investis;IREN;;;;;;;;;;;;;;;100;;;13.84;4;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;20.8;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
persistentsys.com;Persistent Systems;PERS;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;2030;20.91%;-3.97%;Yes;Yes;1.5;No;No;No;No;No;No;No;No;No;No;No;No;Aligned;No;No;No;No;null;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
ciber.com;Ciber;CBRI;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
roar.pro;Roar;ROAR;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
ca.com;CA Technologies;CGY;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;19.5;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
dstsystems.com;DST;DST;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
google.com;Google;GOOGL;;;;;;;;;;;;;;;182381;;;13.24;8;Green;Yellow;Yellow;Green;Yellow;Green;2030;100.0%;-12.5%;Yes;Yes;1.4;No;No;No;No;Aligned;No;No;No;No;No;No;No;No;No;No;No;No;24.2;No;No;No;No;Yellow;;;;;;Yellow;Yellow;null;;Yellow;Yellow;;;;Yellow;;;;;;;;;;;;;
hcltech.com;HCL Technologies;HCLT;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
lenovo.com;Lenovo;992;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
polycom.com;Polycom;301526;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
ricoh.nl;Ricoh;7752;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;2050;100.0%;-3.57%;Yes;Yes;1.6;No;No;No;No;Aligned;No;No;Aligned;No;Aligned;No;No;No;No;No;Aligned;No;15.8;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
us.gpstrategies.com;RWD;RWD;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;18.2;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
salesforce.com;Salesforce;CRM;No;No;No;No;No;No;No;No;No;No;No;No;No;No;72682;;;4.6;9;Green;Yellow;Green;Yellow;Green;Green;2050;100.0%;-3.57%;Yes;Yes;1.4;No;No;No;No;Aligned;No;Aligned;No;Aligned;Aligned;No;Aligned;No;No;No;No;No;null;;;;;;;;;;;;;;;;;;;;;Yellow;;;;;;;;;;;;
sas.com;SAS;SAS;;;;;;;;;;;;;;;null;;;null;null;Yellow;Yellow;Green;Yellow;Green;Green;2050;88.91%;-3.05%;Yes;Yes;null;No;No;No;No;Aligned;No;No;No;No;Aligned;No;No;No;No;No;No;No;null;No;No;No;No;;;;;;;;;null;;;;;;;;;Yellow;Yellow;Yellow;;;;;;;;;
siemens.com;Siemens;SIEGn;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
vce.com;VCE;VCE;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
workday.com;Workday;WDAY;No;No;No;No;No;No;No;No;No;No;No;No;No;No;18800;;;5.32;7;Green;Green;Green;Green;Green;Green;2026;\n1.51%;1.0%;Yes;Yes;1.6;No;No;No;No;Aligned;No;No;No;No;No;No;No;Aligned;No;No;No;No;17.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
adobe.com;Adobe;ADBE;No;No;No;No;No;No;No;No;No;No;No;No;No;No;29945;;;12.66;8;Green;Green;Green;Green;Green;Green;2035;\n47.3%;-2.27%;Yes;Yes;1.4;No;No;No;No;Aligned;No;Aligned;No;Aligned;No;No;No;Aligned;No;No;No;No;14.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
antennasoftware.com;Antenna;6930;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;20.5;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
appian.com;Appian;APPN;;;;;;;;;;;;;;;2243;;;2.08;2;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;25.3;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
avepoint.com;AvePoint;AVPT;;;;;;;;;;;;;;;2543;;;3.4;5;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;22.5;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
cegedim.com;Cegedim;CGDM;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
csgi.com;CSG International;CSGS;;;;;;;;;;;;;;;6000;;;2.97;7;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;16.2;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
3ds.com;Dassault Systemes;DAST;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
genesys.com;Genesys;GSYS/USD;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
infor.com;Infor;FIS;No;No;No;No;No;No;No;No;No;No;No;No;No;No;60000;;;-0.22;6;Green;Green;Green;Green;Green;Green;2025;\n3.87%;-0.32%;Yes;Yes;1.7;No;No;No;No;Aligned;No;No;Aligned;No;No;No;No;No;No;No;No;No;16.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
informatica.com;Informatica;INFA;;;;;;;;;;;;;;;5000;;;2.29;6;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;19.1;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
kaltura.com;Kaltura;KLTR;;;;;;;;;;;;;;;580;;;-2.3;3;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;23.6;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
keynote.com;Keynote;KEYN;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
kinaxis.com;Kinaxis;KXS;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;11.7;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
kony.com;Kony;KONYA;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
manh.com;Manhattan Associates;MANH;;;;;;;;;;;;;;;4580;;;20.85;8;Green;Green;Green;Green;Green;Green;;;;;;1.7;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;17.5;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
pega.com;Pega;PEGA;;;;;;;;;;;;;;;5406;;;3.92;7;Green;Yellow;Green;Green;Yellow;Green;2030;\n1.79%;1.02%;Yes;Yes;3.4;No;No;No;No;No;No;Aligned;No;Aligned;No;No;No;Aligned;No;No;No;No;25.2;No;No;No;No;;;;;;;;Yellow;null;;;;;;;;;;;;;;;;;;;;
publishingtechnology.com;Publishing Technology;INGI;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
sdl.com;SDL;SDL;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
softwareag.com;Software AG;AOFG;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
suntecgroup.com;SunTec;SUNT;;;;;;;;;;;;;;;null;;;null;null;Yellow;Yellow;Green;Green;Yellow;Green;2050;100.0%;-3.45%;Yes;Yes;1.6;Aligned;No;No;No;Aligned;No;Aligned;Aligned;No;Aligned;No;No;No;No;No;No;No;null;No;No;No;Yes;;;;;Yellow;;;;null;;;;;;;;;;;;Yellow;;;;;;;;
temenos.com;Temenos;TEMN;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;2050;100.0%;-3.57%;Yes;Yes;1.5;No;No;No;No;Aligned;No;No;No;No;Aligned;No;No;No;No;No;Aligned;No;10.6;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
teradata.com;Teradata;TDC;;;;;;;;;;;;;;;6500;;;1.06;8;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;17.9;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
arm.com;ARM;ARM;;;;;;;;;;;;;;;5963;;;null;1;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
aspect.com;Aspect;LP68054546;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
amdocs.com;Amdocs;DOX;No;No;No;No;No;No;No;No;No;No;No;No;No;No;30695;;;4.66;7;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;14.3;;;;;;null;null;null;;;;;;;;;;;;;;;;;;;;;;;;;
egenera.com;Egenera;EGEN;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
gxs.com;GXS;GXS;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
ideas.com;IDeaS;PBIb;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
quantum.com;Quantum;QMCO;;;;;;;;;;;;;;;850;;;-3.77;2;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
rovicorp.com;Rovi;ROVI;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;16.4;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
umc.com;United Microelectronics Corporation;2303;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;2050;100.0%;-3.45%;Yes;Yes;2.3;No;No;No;No;Aligned;Aligned;Aligned;Aligned;Aligned;Aligned;No;Aligned;No;No;No;Aligned;No;null;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
blackberry.com;BlackBerry;BB;;;;;;;;;;;;;;;2647;;;-0.05;3;Green;Green;Green;Green;Green;Green;2030;\n2.53%;1.01%;Yes;Yes;1.6;No;No;No;No;Aligned;No;No;Aligned;No;Aligned;No;No;No;No;No;No;No;null;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
alcatel-lucent.com;Alcatel-Lucent;ALCTL;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
west.com;West;WEST;;;;;;;;;;;;;;;1399;;;1.37;null;Green;Green;Green;Green;Green;Green;2030;10.61%;0.49%;Yes;Yes;2.5;No;No;No;No;Aligned;No;Aligned;No;No;No;No;No;No;No;No;No;No;33.9;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
compucom.com;CompuCom;CMPU;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
phunware.com;Phunware;PHUN;;;;;;;;;;;;;;;25;;;-87.74;3;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
apple.com;Apple;AAPL;No;No;No;No;No;No;No;No;No;No;No;No;No;No;161000;;;7.9;9;Green;Orange;Yellow;Green;Orange;Yellow;2030;100.0%;-11.58%;Yes;Yes;1.7;No;No;No;No;No;Aligned;No;No;No;No;No;No;Aligned;No;No;No;No;16.7;;;;;Orange;;;;Yellow;;;Yellow;;;Yellow;Yellow;Yellow;;;Yellow;;;;;;;;;;;;;
misysinc.com;Misys;MDRX;;;;;;;;;;;;;;;8000;Health Information Services  ;Healthcare  ;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;22.9;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
spscommerce.com;SPS Commerce;SPSC;;;;;;;;;;;;;;;2489;;;27.22;6;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;21.9;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
dolphin.no;Dolphin;DLPN;;;;;;;;;;;;;;;245;;;null;2;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
samsung.com;Samsung;SOF;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;;;;;;1.6;No;No;No;No;Aligned;No;No;No;No;No;No;No;No;No;No;No;No;null;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
axway.com;Axway;AXW;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;19.7;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
motorola.com;Motorola;MSI;No;No;No;No;No;No;No;No;No;No;No;No;No;No;21000;Communication Equipment  ;Technology  ;4.17;8;Green;Green;Green;Green;Green;Green;2030;1.58%;1.02%;Yes;Yes;3;No;No;No;No;Aligned;No;No;No;Aligned;Aligned;No;Aligned;Aligned;No;No;Aligned;No;13.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
zebra.com;Zebra Technologies;ZBRA;;;;;;;;;;;;;;;9750;;;3.97;7;Green;Green;Green;Green;Green;Green;2030;31.47%;-0.61%;Yes;Yes;null;No;No;No;No;Aligned;No;No;No;No;Aligned;No;No;No;No;No;No;No;10.5;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
3m.com;3M;MMM;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;85000;;;1.81;4;Yellow;Orange;Orange;Orange;Green;Green;2040;12.45%;0.47%;Yes;Yes;2.7;No;No;No;No;Aligned;No;No;No;No;Aligned;No;No;No;No;No;No;No;41.3;;;;;;;;;;;;;;;;;;;;Orange;;;Yellow;Orange;;;;;;;;;
telecomitalia.com;Telecom Italia;0H6I;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
appliedmaterials.com;Applied Materials;AMAT;No;No;No;No;No;No;No;No;No;No;No;No;No;No;34000;;;11.04;7;Green;Green;Green;Green;Green;Yellow;2040;100.0%;-5.56%;Yes;Yes;1.3;No;No;No;No;Aligned;Aligned;Aligned;No;Aligned;No;No;Aligned;Aligned;No;No;No;No;null;;;;;;;;;;;;;;;;;;;;;;;;;;Yellow;;;;;;;
bmsystems.net;BM Systems;MSYS;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
brightcove.com;Brightcove;BCOV;;;;;;;;;;;;;;;671;;;-0.71;3;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;27.3;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
verint.com;Verint Systems;VRNT;;;;;;;;;;;;;;;3700;;;1.79;9;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;19;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
trik.de;trik;TRIO;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
shopify.com;Shopify;SHOP;;;;;;;;;;;;;;;11600;;;25.55;7;Green;Green;Green;Green;Green;Green;;;;;;1.7;No;No;No;No;Aligned;No;No;No;No;No;No;No;No;No;No;No;No;21;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
sgi.com;SGI;SGI;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
pivotal.io;Pivotal;PVT;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
cleo.com;Cleo;CLEO;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
clouda.ca;Cloud A;DYCQ;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
concurrentinc.com;Concurrent;CCUR;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
couchbase.com;Couchbase;BASE;;;;;;;;;;;;;;;796;;;3.55;4;Green;Green;Green;Green;Green;Green;;;;;;null;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;21.9;No;No;No;Yes;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
elastic.co;Elastic;ESTC;;;;;;;;;;;;;;;2886;;;4.9;7;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;17.4;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
0xdata.com;H2O;H2O;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
lsi.com;LSI;LSI;;;;;;;;;;;;;;;7618;;;null;4;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
mongodb.com;MongoDB;MDB;;;;;;;;;;;;;;;5037;;;9.44;6;Green;Green;Green;Green;Green;Green;;;;;;1.6;No;No;No;No;No;No;No;No;No;No;No;No;Aligned;No;No;No;No;18.2;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
nutanix.com;Nutanix;NTNX;;;;;;;;;;;;;;;6450;;;1.38;5;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;20.2;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
open-v.net;Open V;0P000017AH;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
scaledrisk.com;Scaled Risk;TRIFTUSASUT;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
spring.io;Spring;SPRING;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;;;;;;2.8;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;null;No;No;No;Yes;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
suse.com;SUSE;SUSE;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
tamr.com;Tamr;7740;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;17.8;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
ubnt.com;Ubiquiti Networks;UI;;;;;;;;;;;;;;;1535;;;6.37;4;Green;Green;Green;Green;Green;Green;;;;;;1.7;No;No;No;No;Aligned;No;No;No;No;No;No;Aligned;No;No;No;Aligned;No;19.9;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
xiilab.com;Xiilab;189330;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
a-trac.com;A-TRAC;1AAP;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;null;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
